Time,X,Y,Z
9194,5.9624,-1.6475,15.6906
9197,-0.3138,-0.1569,8.2376
9201,0,5.2564,11.9249
9205,-1.3337,-4.0796,5.884
9209,5.021,-0.3138,6.5116
9213,-4.158,2.7459,14.9846
9218,-2.8243,-5.884,10.9834
9222,1.8829,-0.9414,8.0022
9226,1.2553,4.3934,10.5127
9230,0,-4.4718,6.8254
9233,4.8641,0.1569,12.7879
9237,-4.9426,3.5304,14.1216
9241,0,-3.9227,5.5702
9245,5.4917,-2.7459,5.6486
9249,-1.9613,0,8.4729
9253,-0.863,-0.5492,11.2188
9257,1.4122,0.4707,14.9061
9262,1.9613,2.432,6.747
9265,0.3923,-3.2166,8.0022
9269,1.0983,-1.2553,5.021
9273,0.863,-1.9613,9.1006
9277,-3.6873,-2.8243,11.1404
9281,-1.3337,4.0796,14.9846
9285,1.4906,1.8044,9.1006
9289,4.3934,-5.021,6.9039
9293,2.3536,4.4718,10.7481
9297,1.8044,-5.4133,12.8663
9300,-10.9834,-8.1591,7.5315
9305,-1.0983,4.3149,8.9437
9309,-0.2354,3.1381,12.3956
9313,-6.1978,-5.7271,5.4917
9317,2.3536,-1.5691,10.2774
9321,6.1978,-1.6475,10.3558
9325,-1.5691,1.1768,7.6884
9329,2.2751,-3.6873,11.1404
9333,-1.5691,0.9414,5.8055
9337,-2.589,0.3138,11.768
9341,1.726,-1.5691,11.1404
9345,3.2166,-1.0199,9.2575
9349,-1.4906,0.7845,10.042
9353,2.5105,-0.3923,5.7271
9357,-3.8442,-0.6276,12.5525
9361,-5.6486,-0.4707,6.4332
9365,8.316,-2.5105,5.9624
9369,3.1381,3.0597,12.3956
9373,3.1381,-3.1381,8.6299
9377,-16.4752,-20.084,-0.0785
9381,-20.084,15.1415,20.0448
9385,-16.1614,-1.3337,20.0448
9390,20.0448,5.6486,2.1182
9393,20.0448,-15.6122,8.5514
9397,13.2586,7.7669,9.179
9401,-13.4155,0,-7.6884
9405,-4.7072,-1.8044,3.7658
9409,-4.6287,0,20.0448
9413,-4.4718,1.0983,14.5138
9417,4.4718,1.6475,2.5105
9421,2.1182,0.1569,6.5116
9425,-1.9613,-0.7061,15.926
9430,-20.084,1.0983,-20.084
9433,-20.084,6.1194,20.0448
9437,9.4928,-4.4718,8.1591
9441,13.6509,0,-5.884
9445,20.0448,14.3569,9.1006
9449,18.8288,7.61,4.7072
9453,-13.9647,-10.5127,-12.0818
9457,-3.5304,3.4519,16.9459
9461,-12.0033,7.2177,20.0448
9465,-6.5901,1.1768,2.8243
9469,1.0199,-0.6276,3.3735
9474,6.4332,-6.9039,2.5105
9478,15.063,3.2166,15.2199
9482,7.6884,-2.5105,13.2586
9485,3.5304,4.6287,10.1205
9489,-3.3735,-0.3138,0.5492
9493,-0.3138,3.7658,0.6276
9497,1.8044,4.2365,20.0448
9501,-1.2553,-4.8641,18.515
9505,-3.8442,-2.432,5.021
9509,-3.8442,4.2365,3.8442
9513,-5.4133,-5.1779,3.1381
9518,3.6088,1.8829,10.042
9521,15.063,-2.8243,16.5536
9525,0.9414,3.6088,16.789
9529,1.8829,-3.0597,8.316
9533,-6.747,-1.0199,4.3934
9537,-9.9636,1.726,6.9039
9541,-1.9613,5.5702,17.5735
9545,-0.4707,-3.7658,8.2376
9549,4.0796,6.4332,11.0619
9553,7.4531,1.3337,3.2166
9558,-4.8641,-4.3149,10.1205
9561,-12.3956,1.8044,12.5525
9565,-5.4133,0,10.1989
9569,11.768,-0.7845,6.5116
9573,7.3746,-1.0983,9.9636
9577,-5.6486,-1.5691,9.4928
9581,-2.3536,0.6276,8.0807
9585,-3.6088,0.2354,11.4542
9589,1.8044,-4.0011,9.7282
9593,-2.6674,4.0011,5.021
