Time,X,Y,Z
3964,-3.9227,-3.6088,6.1194
3969,2.1967,-1.8044,11.9249
3973,4.7072,-1.6475,12.1602
3977,1.4906,-2.0398,4.3934
3981,2.5105,-2.8243,6.0409
3985,2.2751,-1.5691,11.8464
3989,1.5691,3.6873,11.2973
3993,3.4519,1.0199,5.2564
3996,5.4133,-3.8442,8.1591
4000,-5.2564,2.432,7.7669
4004,-3.295,0.7061,12.4741
4008,3.6088,-4.3934,9.4928
4013,1.0983,-0.6276,10.042
4017,3.2166,-3.7658,10.2774
4021,0.2354,-0.9414,8.9437
4025,-6.5116,3.8442,10.6696
4029,-5.884,-2.589,4.3934
4033,4.2365,-1.4122,11.9249
4036,-5.1779,0.9414,10.6696
4040,0.9414,-0.5492,8.2376
4044,-4.6287,2.3536,6.2763
4048,3.0597,2.1967,6.6685
4052,1.1768,-5.7271,13.4155
4057,-2.9812,-1.4906,7.9238
4061,0,-5.0995,5.2564
4065,2.1967,-3.8442,9.3359
4068,-3.1381,0,16.0829
4072,1.8044,-1.2553,1.2553
4076,9.6497,-3.295,3.6088
4080,4.0011,4.0796,14.2
4084,0.1569,1.3337,12.7094
4088,-1.726,-2.1967,13.4155
4092,3.9227,-2.3536,8.0022
4097,-8.7868,8.9437,15.063
4101,0.9414,-3.4519,7.4531
4104,0.3923,-0.7061,6.5116
4108,4.0796,2.9028,9.4144
4112,0.6276,-4.8641,8.316
4116,-5.4133,1.2553,11.0619
4120,1.1768,-0.9414,12.3956
4124,2.432,-5.6486,7.5315
4128,6.1194,-1.8044,6.9823
4132,-2.432,0.6276,10.3558
4136,2.5105,3.295,12.3172
4140,-6.9823,-4.6287,10.1205
4144,3.8442,1.9613,9.5713
4148,-3.0597,-3.0597,6.747
4152,2.432,1.1768,7.8453
4156,-2.5105,0.7845,16.5536
4160,-5.021,-2.3536,2.9028
4164,9.9636,-8.9437,7.5315
4168,-4.0011,7.61,12.5525
4172,3.4519,2.0398,12.7879
4175,-7.0608,-2.0398,5.4133
4179,9.8851,0.4707,10.6696
4184,6.0409,1.4906,1.3337
4188,-3.4519,-1.5691,6.9039
4192,4.7856,0.3138,10.042
4196,2.1182,0.863,15.2199
4200,1.8829,-5.4133,9.1006
4204,-3.1381,-3.2166,5.884
4207,-5.0995,0.863,7.2177
4211,8.0022,4.6287,17.3382
4215,-2.9028,-8.1591,8.1591
4219,-2.5105,8.6299,9.0221
4224,3.6088,-2.9028,7.4531
4228,4.0796,0,6.9823
4232,-4.4718,-1.1768,12.5525
4236,-3.6088,-1.9613,15.926
4239,-6.1194,0.5492,8.316
4243,0.9414,0.863,4.158
4247,6.1978,-5.021,6.9039
4251,11.3757,-3.5304,10.042
4255,0,2.7459,15.4553
4259,-2.9812,-1.8829,12.0818
4263,-4.7072,-2.589,6.5901
4268,3.7658,2.589,7.7669
4272,-3.1381,-1.2553,7.3746
4275,3.1381,1.4906,8.7868
4279,-6.5901,-2.5105,5.021
4283,0.7845,-1.1768,12.7094
4287,1.1768,2.0398,9.4928
4291,6.6685,-3.6873,11.3757
4295,-1.4122,-0.5492,9.3359
4299,-4.3149,0.5492,6.1978
4303,-4.4718,-3.295,13.8078
4307,-4.158,4.0011,9.2575
4311,2.9812,-1.8044,7.2961
4315,5.884,-1.9613,11.1404
4319,-4.8641,1.4906,9.3359
4323,-4.7856,-1.4122,6.9039
4327,-1.2553,-3.5304,7.5315
4331,6.5116,-2.2751,8.1591
4335,5.3348,-1.3337,8.6299
4339,-0.6276,0,13.2586
4342,-2.8243,-0.863,7.5315
4346,3.2166,-0.1569,4.4718
4350,2.1967,1.4906,14.2785
4355,0.0785,-3.0597,10.9834
4359,-5.021,3.3735,6.8254
