Time,X,Y,Z
1118,-2.6674,-3.6873,8.0807
1122,-6.5116,-0.3138,7.4531
1126,2.432,1.4906,10.6696
1130,3.4519,-1.3337,8.6299
1134,6.6685,-4.5503,7.8453
1138,-4.3149,3.3735,12.7879
1141,-4.3934,-2.8243,7.7669
1145,2.5105,-2.5105,1.8044
1149,5.4917,6.8254,14.5923
1154,-1.4122,-8.4729,9.2575
1158,8.0807,-1.0199,5.5702
1162,-2.1182,2.0398,12.5525
1166,-5.3348,-2.9812,10.7481
1170,5.021,-2.5105,7.6884
1174,2.9812,3.4519,11.2973
1178,2.5105,-1.2553,10.5912
1181,-1.8829,-0.3138,3.0597
1185,0.9414,-1.0983,12.2387
1189,0.3923,-1.0199,9.1006
1193,-1.5691,-4.7072,9.4928
1198,1.4122,0.6276,8.8652
1202,-0.863,0.2354,8.2376
1206,1.2553,-0.3923,14.0431
1210,0,0.1569,13.0232
1214,-2.8243,-0.1569,6.9039
1217,8.0807,-5.5702,7.4531
1221,-4.4718,2.6674,7.61
1225,-0.3138,-5.2564,8.6299
1229,0.0785,0.6276,9.3359
1233,0.6276,2.5105,12.0818
1238,0.3138,0.863,13.0232
1242,0.7845,0.7845,5.7271
1245,0.3138,-4.8641,10.1989
1249,-3.6088,2.3536,11.2973
1253,0,-0.9414,10.1205
1257,-0.7061,-2.432,7.8453
1261,0,3.8442,10.2774
1265,-1.0199,-1.9613,10.1205
1269,0.2354,-1.726,5.2564
1273,-1.0983,-0.6276,11.1404
1277,1.4906,-3.295,9.9636
1282,1.5691,-2.6674,10.5127
1285,-4.4718,2.432,10.3558
1289,9.5713,-1.3337,6.9039
1293,1.4906,-2.0398,7.8453
1297,-5.4917,1.5691,10.7481
1301,-1.4122,-1.2553,8.5514
1305,1.6475,2.7459,20.0448
1309,-20.084,3.9227,-11.6111
1313,-20.084,1.726,20.0448
1317,20.0448,3.4519,12.8663
1321,20.0448,-4.8641,8.5514
1326,19.0641,9.2575,11.2973
1330,7.3746,-10.6696,-7.61
1334,-7.9238,1.5691,7.1392
1337,-13.1017,-3.1381,14.7492
1341,-2.432,1.5691,20.0448
1345,9.5713,-2.1967,7.6884
1349,-2.2751,0.1569,5.1779
1353,-4.5503,-0.6276,9.1006
1357,-9.8851,-18.4365,-6.8254
1361,-20.084,14.4354,20.0448
1366,-13.7293,13.5724,20.0448
1370,13.6509,-2.6674,-8.7868
1374,20.0448,-6.5901,5.7271
1378,20.0448,4.4718,7.5315
1382,0.6276,-1.8829,-13.1801
1386,-18.9857,-4.3934,5.5702
1390,-7.8453,-2.9028,20.0448
1394,-10.6696,10.2774,16.8674
1398,-12.5525,-3.0597,0.7061
1401,-0.2354,-0.7845,3.0597
1405,7.4531,0.9414,13.6509
1410,2.1967,-0.5492,13.9647
1414,3.6088,0.7061,15.6122
1418,1.9613,-6.4332,0.863
1422,-2.9812,0.863,1.726
1426,0,-4.9426,11.3757
1430,1.4906,-2.5105,17.8873
1434,-7.2961,2.1967,14.0431
1437,-2.1182,-4.6287,8.6299
1441,-2.1182,2.1182,0.5492
1445,1.0983,2.7459,4.2365
1449,6.4332,0.4707,15.1415
1454,1.9613,-3.7658,10.1989
1458,9.6497,-2.5105,14.8277
1462,-2.432,-3.6873,5.5702
1466,-8.5514,3.3735,1.8829
1470,-3.5304,0.4707,13.0232
1473,-0.7845,0,13.8862
1477,9.4144,-3.3735,9.2575
1481,10.5912,-4.158,6.9039
1485,-4.4718,9.0221,6.747
1489,-1.5691,-3.3735,8.1591
1494,-0.9414,2.589,8.8652
1498,-4.6287,0.6276,16.9459
1502,-4.3149,-0.9414,8.4729
1506,0.6276,-2.5105,-2.3536
1509,13.4155,-0.1569,14.5923
1513,-3.3735,-0.7845,13.337
1517,-4.0796,0.863,6.2763
