Time,X,Y,Z
3188,10.9834,0.5492,16.2398
3192,-4.8641,-0.6276,7.2177
3195,6.5116,-6.0409,10.042
3200,-3.6088,0.1569,8.316
3204,0.6276,-1.6475,11.9249
3208,-1.6475,-0.1569,8.8652
3212,9.4928,0,8.5514
3216,-0.6276,4.2365,12.3956
3220,-0.2354,-4.0796,10.2774
3224,-4.7072,4.0011,11.4542
3228,-2.432,0,6.8254
3231,-1.8044,-1.9613,4.0796
3235,5.0995,-1.9613,8.4729
3239,7.8453,1.8044,10.9834
3244,-4.3934,-3.0597,14.8277
3248,-0.7061,1.0199,9.0221
3252,3.6873,-3.1381,8.0807
3256,0.7061,0,7.7669
3259,-2.9812,1.9613,9.7282
3263,2.1967,-1.1768,6.1194
3267,10.042,-1.4122,8.9437
3271,-1.3337,2.1967,10.042
3275,-1.6475,-1.5691,14.9846
3279,-10.3558,-3.6873,6.2763
3283,-1.6475,6.1978,6.5116
3288,9.4928,-4.5503,9.4144
3292,5.5702,-1.8829,10.9834
3296,1.2553,4.0011,15.5337
3299,-2.5105,-4.6287,5.7271
3303,-0.9414,1.4122,10.1205
3307,-6.0409,2.9812,7.2177
3311,7.6884,1.4906,15.2984
3315,0.7845,-7.9238,4.2365
3319,-2.1967,-3.3735,7.8453
3323,-0.9414,1.6475,6.9823
3328,-3.6873,0.3923,12.4741
3332,-2.589,-5.2564,10.9834
3336,-4.7856,2.5105,9.2575
3339,-3.1381,-2.8243,9.7282
3343,-6.6685,0,7.5315
3347,10.9834,1.8829,5.1779
3351,-0.5492,-4.0796,17.8873
3355,-3.8442,-0.9414,5.5702
3359,3.5304,-5.8055,2.589
3363,6.0409,4.3149,13.8862
3367,-2.8243,-3.4519,11.9249
3372,-2.9028,0.2354,11.5326
3375,-1.6475,-0.863,9.4928
3379,-2.5105,0.5492,9.4928
3383,4.0011,-1.5691,8.9437
3387,0.2354,2.0398,10.7481
3391,7.0608,-1.8829,13.0232
3395,-0.3138,-0.3138,7.7669
3399,2.1967,-1.0983,7.5315
3403,0.0785,-0.2354,7.6884
3406,1.8044,0.2354,5.9624
3410,2.5105,-0.3923,20.0448
3415,-8.5514,0,10.042
3419,-4.9426,2.1182,7.2961
3423,9.3359,1.4906,12.3956
3427,8.9437,-3.1381,11.9249
3431,-4.8641,-1.1768,6.1978
3435,-4.4718,1.8044,3.0597
3439,1.4906,-2.2751,13.6509
3442,14.0431,-2.3536,10.2774
3446,0.863,3.2166,2.9028
3450,0.4707,0,12.5525
3454,-4.9426,-0.3138,12.7094
3459,-10.2774,1.0983,6.3547
3463,4.2365,-3.5304,13.337
3467,1.0983,-4.158,3.0597
3471,7.0608,-2.2751,4.4718
3475,2.9028,-1.0199,10.9834
3479,3.9227,3.8442,7.61
3482,11.3757,-2.432,10.1989
3486,4.0011,-2.1967,7.2961
3490,-7.2177,0.9414,7.2177
3494,-2.1967,2.9028,12.7879
3499,-0.6276,-0.863,5.9624
3503,1.1768,-4.7072,13.5724
3507,7.6884,0,9.1006
3511,-5.6486,2.8243,6.3547
3514,-3.0597,-1.8829,13.8078
3518,3.0597,-3.7658,18.1227
3522,-5.4917,1.3337,4.7072
3526,-9.0221,-1.4906,8.0807
3530,-2.432,0.9414,8.4729
3534,3.1381,0.9414,5.8055
3538,7.2177,-5.2564,10.9834
3543,-1.2553,0.0785,14.4354
3547,-13.6509,2.3536,7.9238
3551,1.726,0.1569,9.9636
3554,-1.8044,-3.6088,6.3547
3558,2.5105,2.2751,15.6906
3562,0.863,-0.4707,9.179
3566,-0.7061,1.5691,4.7856
3570,-3.295,-0.3138,7.5315
3574,4.3934,-3.1381,14.5923
3578,4.7856,-2.432,7.9238
3582,-0.5492,-2.0398,7.2177
