Time,X,Y,Z
6794,-2.5105,0.3138,3.295
6798,-0.9414,0.6276,14.9846
6802,1.8829,2.2751,10.6696
6805,3.9227,0,4.7072
6809,2.3536,-3.3735,10.9834
6813,0.7845,-2.1182,6.6685
6817,-0.6276,6.1194,10.905
6821,-3.4519,-6.4332,6.2763
6825,7.5315,4.3149,9.6497
6830,8.1591,-1.2553,3.0597
6834,10.2774,0.3138,20.0056
6838,-1.8044,0,9.4928
6841,-10.3558,-1.8829,12.3172
6845,2.6674,-1.4122,7.5315
6849,-5.7271,-1.0983,13.494
6853,9.179,0.2354,5.6486
6857,10.3558,-0.0785,8.5514
6861,-8.4729,0.6276,12.631
6865,-5.2564,-2.7459,10.6696
6870,-0.3138,3.5304,7.6884
6874,2.3536,-4.7072,10.8265
6878,9.4928,4.3934,9.4144
6881,5.2564,-1.9613,9.0221
6885,-5.8055,1.0983,9.7282
6889,-1.0199,2.1182,12.3172
6893,1.0199,-2.8243,10.8265
6897,9.8066,-3.6873,10.042
6901,4.158,1.3337,6.0409
6905,-1.3337,1.9613,10.1989
6909,-2.3536,1.3337,13.2586
6914,-6.8254,0,12.631
6918,11.4542,-1.3337,5.7271
6921,0.6276,-2.7459,4.7072
6925,-5.5702,1.3337,9.4144
6929,6.5116,-2.2751,10.5127
6933,-2.7459,0,16.2398
6937,-1.4906,-2.7459,1.726
6941,-1.9613,-7.0608,4.8641
6945,1.9613,4.5503,9.4144
6949,-3.5304,-2.1182,7.7669
6953,7.1392,-2.6674,13.0232
6957,-5.2564,2.1967,6.9039
6961,-7.2961,4.2365,12.1602
6965,-1.9613,0,9.7282
6969,5.6486,2.589,9.2575
6973,5.4133,-0.1569,7.0608
6977,20.0448,-3.0597,17.1813
6981,20.0448,0,10.3558
6985,-20.084,-6.0409,-20.084
6989,20.0448,6.2763,12.631
6993,20.0448,-20.084,-17.1813
6998,2.6674,20.0448,20.0448
7002,-20.084,4.6287,20.0448
7006,-20.084,-9.1006,16.0045
7009,-2.8243,1.0199,5.4917
7013,9.2575,0.7845,2.5105
7017,17.5735,-0.5492,2.5105
7021,0.1569,-0.5492,9.8851
7025,-5.4917,0.4707,12.1602
7029,-4.158,1.9613,17.4951
7033,-2.2751,1.8829,9.7282
7037,0,-5.8055,1.5691
7042,2.8243,-1.9613,6.5901
7045,-3.9227,-1.2553,8.3945
7049,3.9227,2.1182,14.4354
7053,2.0398,-0.5492,13.2586
7057,-4.9426,2.589,9.7282
7061,4.7072,-4.4718,3.4519
7065,-5.021,-4.7856,4.4718
7069,2.5105,-2.2751,17.4951
7073,-1.1768,2.5105,12.631
7077,3.8442,-1.3337,6.2763
7080,-0.9414,-3.0597,12.0033
7085,-3.6088,4.2365,8.3945
7089,6.6685,1.8044,14.3569
7093,-1.2553,-3.1381,5.2564
7097,2.8243,-2.9028,7.8453
7101,-9.4928,2.9028,7.7669
7105,2.6674,-2.6674,7.3746
7109,0.5492,-2.7459,10.042
7113,-2.7459,-4.2365,14.9846
7116,4.158,-0.1569,8.7868
7120,-4.2365,1.3337,10.042
7124,4.0011,-2.589,7.3746
7129,1.3337,-5.5702,9.8066
7133,-2.9812,2.6674,11.3757
7137,1.1768,-2.5105,10.4343
7141,3.6088,0.9414,-0.6276
7145,2.2751,0.6276,8.4729
7149,-0.7061,-4.7856,12.7094
7153,1.4906,-1.0199,7.9238
7156,6.9823,-0.2354,7.9238
7160,2.9812,0.4707,14.4354
7164,1.0199,-1.1768,1.8044
7169,4.2365,-3.295,11.2188
7173,-4.158,0.9414,13.1017
7177,5.884,3.6873,8.4729
7181,-4.7072,-0.9414,12.1602
7185,2.1182,2.5105,10.1205
7189,3.3735,1.8829,1.8829
7192,0.4707,-5.2564,11.0619
