Time,X,Y,Z
2338,-1.9613,-2.3536,10.042
2342,2.3536,4.2365,9.2575
2347,-0.3138,0.5492,1.4906
2351,3.0597,-6.8254,14.5138
2355,4.0011,0.0785,10.6696
2359,0.9414,-3.295,8.1591
2362,0.3138,-1.2553,8.7868
2366,5.5702,1.1768,5.7271
2370,0,-1.8829,15.063
2374,1.4906,-0.5492,11.5326
2378,-1.0199,2.7459,6.1978
2382,-0.4707,2.5105,14.2785
2386,-2.8243,1.3337,13.7293
2391,-4.7856,-0.3923,10.8265
2395,-1.0983,-5.021,1.3337
2399,1.726,-1.726,10.9834
2402,7.2177,2.1967,7.2961
2406,6.0409,-0.9414,12.9448
2410,1.8044,-0.3138,10.042
2414,-4.0796,-0.863,3.1381
2418,8.316,-1.0983,13.0232
2422,-3.4519,-0.9414,7.61
2426,4.8641,0,6.1978
2430,-0.9414,3.1381,9.8066
2434,5.9624,-0.3138,8.2376
2438,-2.589,-1.2553,14.5138
2442,-10.2774,-2.2751,7.3746
2446,1.0199,-4.7856,4.3149
2450,1.9613,-1.9613,7.1392
2454,-1.5691,-0.7845,12.5525
2458,5.0995,-1.5691,9.0221
2462,0.0785,-1.5691,8.0807
2466,0.4707,2.6674,10.3558
2470,3.8442,1.9613,7.9238
2473,-4.0796,1.0199,9.5713
2478,9.2575,-0.9414,9.8066
2482,-8.1591,6.747,13.9647
2486,-1.0983,1.2553,6.5901
2490,0.9414,1.8044,9.4144
2494,3.6873,-1.726,9.0221
2498,4.3934,-1.9613,6.4332
2502,0.7061,2.8243,12.3172
2505,0.3138,1.0983,11.3757
2509,-4.3149,-4.6287,6.1978
2513,1.2553,-1.726,7.2961
2518,0.9414,0.7845,7.9238
2522,-0.3138,1.4906,12.3956
2526,0.1569,-4.7856,10.3558
2530,4.7072,3.2166,9.9636
2534,-3.6088,1.9613,8.7083
2537,5.884,-4.4718,4.5503
2541,1.8829,5.021,12.8663
2545,-0.7061,-4.2365,6.6685
2549,-2.1967,-1.3337,6.747
2553,-1.9613,-0.863,10.3558
2557,-1.1768,5.2564,11.5326
2562,2.6674,-3.2166,10.9834
2566,-0.7845,3.1381,9.4928
2570,2.1967,-3.6873,1.4122
2574,0.6276,4.3149,8.9437
2577,0.0785,4.2365,13.337
2581,4.8641,-3.9227,9.4928
2585,2.1967,-4.6287,1.4122
2589,-4.4718,-3.6088,10.1205
2593,-1.0199,0.2354,9.6497
2597,6.6685,5.0995,13.8862
2601,-4.2365,-5.021,9.4928
2606,5.7271,4.0011,9.4144
2609,-0.0785,-1.8829,7.0608
2613,0.7061,1.5691,11.1404
2617,-4.3149,0.3923,9.8066
2621,-7.0608,0.1569,14.6707
2625,-5.021,-1.3337,8.1591
2629,6.1194,-1.2553,6.1194
2633,6.5116,-1.9613,6.0409
2637,8.4729,-0.3923,13.1801
2641,-4.5503,4.0796,11.9249
2644,-4.8641,-2.9812,9.8066
2649,-2.3536,-1.6475,8.3945
2653,3.5304,2.9812,6.5116
2657,3.0597,0.7845,5.8055
2661,6.4332,-1.9613,9.3359
2665,-3.0597,0.7061,2.3536
2669,-5.021,0.7061,16.9459
2673,2.1967,0.9414,11.6895
2676,1.9613,-5.4917,3.9227
2680,1.1768,-1.9613,12.4741
2684,0.1569,2.9028,9.4928
2689,-4.2365,-2.6674,12.2387
2693,-0.4707,0.0785,7.8453
2697,5.021,0.6276,4.7856
2701,3.4519,1.0199,9.8066
2705,-1.8044,-0.5492,9.9636
2708,-5.5702,1.4122,6.0409
2712,-6.5116,0.3138,5.3348
2716,9.9636,-2.589,11.768
2720,6.9823,0.9414,8.2376
2724,-9.5713,1.9613,12.2387
2728,-6.747,-0.7061,12.1602
2733,-2.589,1.1768,1.9613
