Time,X,Y,Z
1529,-5.0995,0.863,7.0608
1533,4.0011,-4.3934,12.3172
1538,3.7658,0.9414,10.8265
1542,-6.5901,-1.9613,7.2177
1546,6.9039,-1.6475,13.2586
1549,-8.1591,4.0796,10.3558
1553,3.295,-2.5105,8.1591
1557,-2.589,-1.0199,3.4519
1561,2.5105,5.3348,13.0232
1565,-2.5105,-6.5116,10.042
1569,2.5105,-0.2354,1.2553
1573,4.2365,-0.5492,11.6111
1577,0.4707,-0.2354,9.5713
1582,7.2177,-1.0983,8.4729
1585,-3.9227,2.8243,12.7094
1589,0.9414,-1.0199,8.5514
1593,-7.1392,2.0398,5.4133
1597,0.3138,-0.0785,11.5326
1601,3.1381,0,12.631
1605,-0.4707,-2.7459,8.0022
1609,0.3138,3.3735,11.8464
1613,0.6276,1.4122,4.3934
1617,-3.7658,1.1768,9.4928
1620,3.295,-6.2763,3.5304
1625,10.4343,-1.5691,7.6884
1629,-1.9613,2.3536,11.2973
1633,-4.3934,4.3934,15.5337
1637,-0.5492,-1.9613,5.0995
1641,-1.3337,-1.5691,9.1006
1645,1.0983,-3.1381,6.5116
1649,12.0033,-0.4707,6.4332
1653,10.042,0.7845,11.5326
1657,-2.1182,-1.0983,12.7094
1660,-6.5116,5.2564,14.4354
1665,-13.5724,-1.2553,6.9823
1669,1.0983,3.7658,7.7669
1673,8.1591,-3.0597,7.61
1677,-1.1768,0.2354,13.494
1681,7.61,0.7061,10.042
1685,-9.2575,-4.6287,5.1779
1689,-1.9613,1.1768,10.9834
1693,-4.7072,0.3138,6.1194
1697,1.1768,3.2166,14.3569
1701,4.6287,-3.8442,7.0608
1704,-1.9613,0.3923,2.2751
1709,4.0011,2.5105,14.5138
1713,1.9613,0.863,12.5525
1717,-7.5315,-2.5105,5.6486
1721,3.5304,-2.0398,14.2
1725,0,2.432,5.6486
1729,-5.8055,-1.6475,6.2763
1732,1.3337,-0.4707,11.9249
1736,4.2365,-4.4718,7.7669
1740,4.0796,1.1768,4.8641
1744,1.726,0.6276,15.063
1748,-2.5105,-1.4906,5.5702
1753,-1.4906,-1.3337,9.8851
1757,-2.2751,1.4122,13.7293
1761,-0.5492,-4.0796,8.0022
1765,-2.5105,1.3337,5.9624
1768,-0.863,2.6674,11.0619
1772,3.4519,-2.8243,11.5326
1776,-2.589,-1.8044,8.316
1780,7.7669,-1.3337,4.3934
1784,2.5105,-0.863,6.2763
1788,1.8829,-2.7459,11.2973
1793,4.0011,1.4122,10.042
1797,-6.9823,4.5503,14.8277
1801,-13.8078,2.1182,5.8055
1805,1.4122,3.0597,6.9039
1808,6.1978,0.1569,10.8265
1812,1.6475,-2.8243,11.4542
1816,-1.5691,-2.8243,5.6486
1820,0.7845,2.5105,7.5315
1824,-4.5503,-4.5503,7.2961
1828,11.3757,-0.7061,15.1415
1832,-7.0608,2.1182,5.1779
1837,4.7856,-2.1967,11.3757
1841,-7.5315,-2.432,11.2973
1845,-4.3934,1.3337,8.3945
1848,-1.4906,2.1967,8.9437
1852,7.2177,-3.8442,8.5514
1856,6.0409,-2.589,6.0409
1860,-0.3138,0.5492,10.5127
1864,3.6088,5.3348,9.4144
1868,2.6674,-1.0983,8.316
1872,-1.2553,2.1967,14.3569
1876,-7.2961,-4.0796,5.0995
1880,-9.2575,-0.7845,5.4917
1884,11.4542,0.2354,2.6674
1888,2.2751,3.9227,16.8674
1892,2.7459,2.1967,13.9647
1896,-8.2376,-2.6674,9.5713
1900,-9.6497,-2.2751,10.1205
1904,3.0597,-0.9414,12.4741
1908,4.4718,-1.9613,8.1591
1912,-8.8652,-0.9414,9.3359
1916,-6.9823,0.0785,7.61
1920,6.5901,-1.2553,8.0022
1924,10.8265,2.0398,9.0221
